fecha,ccaa,perc_total
2021-05-16T22:00:00000Z,Com Valenciana,0.359
2021-05-17T22:00:00000Z,Com Valenciana,0.364
2021-05-19T22:00:00000Z,Com Valenciana,0.381
2021-05-20T22:00:00000Z,Com Valenciana,0.391
2021-05-23T22:00:00000Z,Com Valenciana,0.391
2021-05-24T22:00:00000Z,Com Valenciana,0.40700000000000003
2021-05-25T22:00:00000Z,Com Valenciana,0.41100000000000003
2021-05-26T22:00:00000Z,Com Valenciana,0.42100000000000004
2021-05-27T22:00:00000Z,Com Valenciana,0.423
2021-05-30T22:00:00000Z,Com Valenciana,0.425
2021-05-31T22:00:00000Z,Com Valenciana,0.42700000000000005
2021-06-01T22:00:00000Z,Com Valenciana,0.434
2021-06-02T22:00:00000Z,Com Valenciana,0.445
2021-03-30T22:00:00000Z,Extremadura,0.159
2021-03-31T22:00:00000Z,Extremadura,0.17
2021-04-02T22:00:00000Z,Extremadura,0.172
2021-04-04T22:00:00000Z,Extremadura,0.175
2021-04-05T22:00:00000Z,Extremadura,0.182
2021-04-06T22:00:00000Z,Extremadura,0.192
2021-04-07T22:00:00000Z,Extremadura,0.203
2021-04-08T22:00:00000Z,Extremadura,0.21899999999999997
2021-04-11T22:00:00000Z,Extremadura,0.23399999999999999
2021-04-12T22:00:00000Z,Extremadura,0.237
2021-04-13T22:00:00000Z,Extremadura,0.245
2021-04-14T22:00:00000Z,Extremadura,0.255
2021-04-15T22:00:00000Z,Extremadura,0.265
2021-04-18T22:00:00000Z,Extremadura,0.276
2021-04-19T22:00:00000Z,Extremadura,0.27699999999999997
2021-04-20T22:00:00000Z,Extremadura,0.282
2021-04-21T22:00:00000Z,Extremadura,0.29100000000000004
2021-04-22T22:00:00000Z,Extremadura,0.302
2021-04-25T22:00:00000Z,Extremadura,0.31
2021-04-26T22:00:00000Z,Extremadura,0.312
2021-04-27T22:00:00000Z,Extremadura,0.318
2021-04-28T22:00:00000Z,Extremadura,0.327
2021-04-29T22:00:00000Z,Extremadura,0.335
2021-05-02T22:00:00000Z,Extremadura,0.342
2021-05-03T22:00:00000Z,Extremadura,0.344
2021-05-04T22:00:00000Z,Extremadura,0.349
2021-05-05T22:00:00000Z,Extremadura,0.358
2021-05-06T22:00:00000Z,Extremadura,0.368
2021-05-09T22:00:00000Z,Extremadura,0.376
2021-05-10T22:00:00000Z,Extremadura,0.38
2021-05-11T22:00:00000Z,Extremadura,0.391
2021-05-12T22:00:00000Z,Extremadura,0.4
2021-05-13T22:00:00000Z,Extremadura,0.40700000000000003
2021-05-16T22:00:00000Z,Extremadura,0.414
2021-05-17T22:00:00000Z,Extremadura,0.41600000000000004
2021-05-18T22:00:00000Z,Extremadura,0.426
2021-05-19T22:00:00000Z,Extremadura,0.435
2021-05-20T22:00:00000Z,Extremadura,0.444
2021-05-23T22:00:00000Z,Extremadura,0.45299999999999996
2021-05-24T22:00:00000Z,Extremadura,0.455
2021-05-25T22:00:00000Z,Extremadura,0.46299999999999997
2021-05-26T22:00:00000Z,Extremadura,0.469
2021-05-27T22:00:00000Z,Extremadura,0.478
2021-05-30T22:00:00000Z,Extremadura,0.486
2021-05-31T22:00:00000Z,Extremadura,0.49
2021-06-01T22:00:00000Z,Extremadura,0.49700000000000005
2021-06-02T22:00:00000Z,Extremadura,0.503
2021-03-30T22:00:00000Z,Galicia,0.13699999999999998
2021-03-31T22:00:00000Z,Galicia,0.142
2021-04-02T22:00:00000Z,Galicia,0.15
2021-04-04T22:00:00000Z,Galicia,0.156
2021-04-05T22:00:00000Z,Galicia,0.162
2021-04-06T22:00:00000Z,Galicia,0.17300000000000001
2021-04-07T22:00:00000Z,Galicia,0.187
2021-04-08T22:00:00000Z,Galicia,0.2
2021-04-11T22:00:00000Z,Galicia,0.231
2021-04-12T22:00:00000Z,Galicia,0.23399999999999999
2021-04-13T22:00:00000Z,Galicia,0.24600000000000002
2021-04-14T22:00:00000Z,Galicia,0.254
2021-04-15T22:00:00000Z,Galicia,0.257
2021-04-18T22:00:00000Z,Galicia,0.275
2021-04-19T22:00:00000Z,Galicia,0.276
2021-04-20T22:00:00000Z,Galicia,0.289
2021-04-21T22:00:00000Z,Galicia,0.299
2021-04-22T22:00:00000Z,Galicia,0.3
2021-04-25T22:00:00000Z,Galicia,0.312
2021-04-26T22:00:00000Z,Galicia,0.314
2021-04-27T22:00:00000Z,Galicia,0.325
2021-04-28T22:00:00000Z,Galicia,0.33299999999999996
2021-04-29T22:00:00000Z,Galicia,0.344
2021-05-02T22:00:00000Z,Galicia,0.345
2021-05-03T22:00:00000Z,Galicia,0.34600000000000003
2021-05-04T22:00:00000Z,Galicia,0.364
2021-05-05T22:00:00000Z,Galicia,0.364
2021-05-06T22:00:00000Z,Galicia,0.382
2021-05-09T22:00:00000Z,Galicia,0.41600000000000004
2021-05-10T22:00:00000Z,Galicia,0.42200000000000004
2021-05-11T22:00:00000Z,Galicia,0.435
2021-05-12T22:00:00000Z,Galicia,0.436
2021-05-13T22:00:00000Z,Galicia,0.44799999999999995
2021-05-16T22:00:00000Z,Galicia,0.455
2021-05-17T22:00:00000Z,Galicia,0.455
2021-05-18T22:00:00000Z,Galicia,0.47
2021-05-19T22:00:00000Z,Galicia,0.47
2021-05-20T22:00:00000Z,Galicia,0.47200000000000003
2021-05-23T22:00:00000Z,Galicia,0.483
2021-05-24T22:00:00000Z,Galicia,0.488
2021-05-25T22:00:00000Z,Galicia,0.495
2021-05-26T22:00:00000Z,Galicia,0.506
2021-05-27T22:00:00000Z,Galicia,0.507
2021-05-30T22:00:00000Z,Galicia,0.511
2021-05-31T22:00:00000Z,Galicia,0.518
2021-06-01T22:00:00000Z,Galicia,0.519
2021-06-02T22:00:00000Z,Galicia,0.532
2021-03-30T22:00:00000Z,La Rioja,0.157
2021-03-31T22:00:00000Z,La Rioja,0.162
2021-04-02T22:00:00000Z,La Rioja,0.162
2021-04-04T22:00:00000Z,La Rioja,0.162
2021-04-05T22:00:00000Z,La Rioja,0.16699999999999998
2021-04-06T22:00:00000Z,La Rioja,0.17600000000000002
2021-04-07T22:00:00000Z,La Rioja,0.18100000000000002
2021-04-08T22:00:00000Z,La Rioja,0.2
2021-04-11T22:00:00000Z,La Rioja,0.21100000000000002
2021-04-12T22:00:00000Z,La Rioja,0.22
2021-04-13T22:00:00000Z,La Rioja,0.228
2021-04-14T22:00:00000Z,La Rioja,0.235
2021-04-15T22:00:00000Z,La Rioja,0.24600000000000002
2021-04-18T22:00:00000Z,La Rioja,0.259
2021-04-19T22:00:00000Z,La Rioja,0.263
2021-04-20T22:00:00000Z,La Rioja,0.275
2021-04-21T22:00:00000Z,La Rioja,0.285
2021-04-22T22:00:00000Z,La Rioja,0.297
2021-04-25T22:00:00000Z,La Rioja,0.308
2021-04-26T22:00:00000Z,La Rioja,0.317
2021-04-27T22:00:00000Z,La Rioja,0.325
2021-04-28T22:00:00000Z,La Rioja,0.332
2021-04-29T22:00:00000Z,La Rioja,0.33399999999999996
2021-05-02T22:00:00000Z,La Rioja,0.34700000000000003
2021-05-03T22:00:00000Z,La Rioja,0.35600000000000004
2021-05-04T22:00:00000Z,La Rioja,0.366
2021-05-05T22:00:00000Z,La Rioja,0.377
2021-05-06T22:00:00000Z,La Rioja,0.38299999999999995
2021-05-09T22:00:00000Z,La Rioja,0.39
2021-05-10T22:00:00000Z,La Rioja,0.39399999999999996
2021-05-11T22:00:00000Z,La Rioja,0.397
2021-05-12T22:00:00000Z,La Rioja,0.401
2021-05-13T22:00:00000Z,La Rioja,0.405
2021-05-16T22:00:00000Z,La Rioja,0.405
2021-05-17T22:00:00000Z,La Rioja,0.41
2021-05-18T22:00:00000Z,La Rioja,0.414
2021-05-19T22:00:00000Z,La Rioja,0.415
2021-05-20T22:00:00000Z,La Rioja,0.426
2021-05-23T22:00:00000Z,La Rioja,0.426
2021-05-24T22:00:00000Z,La Rioja,0.43
2021-05-25T22:00:00000Z,La Rioja,0.436
2021-05-26T22:00:00000Z,La Rioja,0.44299999999999995
2021-05-27T22:00:00000Z,La Rioja,0.452
2021-05-30T22:00:00000Z,La Rioja,0.45799999999999996
2021-05-31T22:00:00000Z,La Rioja,0.469
2021-06-01T22:00:00000Z,La Rioja,0.48100000000000004
2021-06-02T22:00:00000Z,La Rioja,0.489
2021-03-30T22:00:00000Z,Madrid,0.12300000000000001
2021-03-31T22:00:00000Z,Madrid,0.126
2021-04-02T22:00:00000Z,Madrid,0.131
2021-04-04T22:00:00000Z,Madrid,0.135
2021-04-05T22:00:00000Z,Madrid,0.141
2021-04-06T22:00:00000Z,Madrid,0.146
2021-04-07T22:00:00000Z,Madrid,0.152
2021-04-08T22:00:00000Z,Madrid,0.158
2021-04-11T22:00:00000Z,Madrid,0.17300000000000001
2021-04-12T22:00:00000Z,Madrid,0.18100000000000002
2021-04-13T22:00:00000Z,Madrid,0.18899999999999997
2021-04-14T22:00:00000Z,Madrid,0.19699999999999998
2021-04-15T22:00:00000Z,Madrid,0.205
2021-04-18T22:00:00000Z,Madrid,0.215
2021-04-19T22:00:00000Z,Madrid,0.222
2021-04-20T22:00:00000Z,Madrid,0.228
2021-04-21T22:00:00000Z,Madrid,0.23600000000000002
2021-04-22T22:00:00000Z,Madrid,0.243
2021-04-25T22:00:00000Z,Madrid,0.254
2021-04-26T22:00:00000Z,Madrid,0.259
2021-04-27T22:00:00000Z,Madrid,0.265
2021-04-28T22:00:00000Z,Madrid,0.27
2021-04-29T22:00:00000Z,Madrid,0.27
2021-05-02T22:00:00000Z,Madrid,0.293
2021-05-03T22:00:00000Z,Madrid,0.298
2021-05-04T22:00:00000Z,Madrid,0.304
2021-05-05T22:00:00000Z,Madrid,0.311
2021-05-06T22:00:00000Z,Madrid,0.317
2021-05-09T22:00:00000Z,Madrid,0.33
2021-05-10T22:00:00000Z,Madrid,0.336
2021-05-11T22:00:00000Z,Madrid,0.341
2021-05-12T22:00:00000Z,Madrid,0.342
2021-05-13T22:00:00000Z,Madrid,0.34700000000000003
2021-05-16T22:00:00000Z,Madrid,0.363
2021-05-17T22:00:00000Z,Madrid,0.368
2021-05-18T22:00:00000Z,Madrid,0.371
2021-05-19T22:00:00000Z,Madrid,0.376
2021-05-20T22:00:00000Z,Madrid,0.381
2021-05-23T22:00:00000Z,Madrid,0.391
2021-05-24T22:00:00000Z,Madrid,0.397
2021-05-25T22:00:00000Z,Madrid,0.402
2021-05-26T22:00:00000Z,Madrid,0.40700000000000003
2021-05-27T22:00:00000Z,Madrid,0.41200000000000003
2021-05-30T22:00:00000Z,Madrid,0.425
2021-05-31T22:00:00000Z,Madrid,0.429
2021-06-01T22:00:00000Z,Madrid,0.434
2021-06-02T22:00:00000Z,Madrid,0.43799999999999994
2021-03-30T22:00:00000Z,Murcia,0.122
2021-03-31T22:00:00000Z,Murcia,0.128
2021-04-02T22:00:00000Z,Murcia,0.134
2021-04-04T22:00:00000Z,Murcia,0.136
2021-04-05T22:00:00000Z,Murcia,0.139
2021-04-06T22:00:00000Z,Murcia,0.14
2021-04-07T22:00:00000Z,Murcia,0.142
2021-04-08T22:00:00000Z,Murcia,0.145
2021-04-11T22:00:00000Z,Murcia,0.15
2021-04-12T22:00:00000Z,Murcia,0.152
2021-04-13T22:00:00000Z,Murcia,0.157
2021-04-14T22:00:00000Z,Murcia,0.161
2021-04-15T22:00:00000Z,Murcia,0.175
2021-04-18T22:00:00000Z,Murcia,0.188
2021-04-19T22:00:00000Z,Murcia,0.195
2021-04-20T22:00:00000Z,Murcia,0.204
2021-04-21T22:00:00000Z,Murcia,0.214
2021-04-22T22:00:00000Z,Murcia,0.223
2021-04-25T22:00:00000Z,Murcia,0.235
2021-04-26T22:00:00000Z,Murcia,0.24
2021-04-27T22:00:00000Z,Murcia,0.24600000000000002
2021-04-28T22:00:00000Z,Murcia,0.252
2021-04-29T22:00:00000Z,Murcia,0.259
2021-05-02T22:00:00000Z,Murcia,0.265
2021-05-03T22:00:00000Z,Murcia,0.268
2021-05-04T22:00:00000Z,Murcia,0.27
2021-05-05T22:00:00000Z,Murcia,0.275
2021-05-06T22:00:00000Z,Murcia,0.281
2021-05-09T22:00:00000Z,Murcia,0.295
2021-05-10T22:00:00000Z,Murcia,0.302
2021-05-11T22:00:00000Z,Murcia,0.305
2021-05-12T22:00:00000Z,Murcia,0.309
2021-05-13T22:00:00000Z,Murcia,0.313
2021-05-16T22:00:00000Z,Murcia,0.326
2021-05-17T22:00:00000Z,Murcia,0.32899999999999996
2021-05-18T22:00:00000Z,Murcia,0.336
2021-05-19T22:00:00000Z,Murcia,0.341
2021-05-20T22:00:00000Z,Murcia,0.34700000000000003
2021-05-23T22:00:00000Z,Murcia,0.363
2021-05-24T22:00:00000Z,Murcia,0.366
2021-05-25T22:00:00000Z,Murcia,0.368
2021-05-26T22:00:00000Z,Murcia,0.374
2021-05-27T22:00:00000Z,Murcia,0.381
2021-05-30T22:00:00000Z,Murcia,0.395
2021-05-31T22:00:00000Z,Murcia,0.396
2021-06-01T22:00:00000Z,Murcia,0.41
2021-06-02T22:00:00000Z,Murcia,0.42100000000000004
2021-03-30T22:00:00000Z,Navarra,0.146
2021-03-31T22:00:00000Z,Navarra,0.14800000000000002
2021-04-02T22:00:00000Z,Navarra,0.14800000000000002
2021-04-04T22:00:00000Z,Navarra,0.14800000000000002
2021-04-05T22:00:00000Z,Navarra,0.165
2021-04-06T22:00:00000Z,Navarra,0.16899999999999998
2021-04-07T22:00:00000Z,Navarra,0.17300000000000001
2021-04-08T22:00:00000Z,Navarra,0.18
2021-04-11T22:00:00000Z,Navarra,0.198
2021-04-12T22:00:00000Z,Navarra,0.203
2021-04-13T22:00:00000Z,Navarra,0.21100000000000002
2021-04-14T22:00:00000Z,Navarra,0.217
2021-04-15T22:00:00000Z,Navarra,0.222
2021-04-18T22:00:00000Z,Navarra,0.242
2021-04-19T22:00:00000Z,Navarra,0.249
2021-04-20T22:00:00000Z,Navarra,0.252
2021-04-21T22:00:00000Z,Navarra,0.256
2021-04-22T22:00:00000Z,Navarra,0.264
2021-04-25T22:00:00000Z,Navarra,0.266
2021-04-26T22:00:00000Z,Navarra,0.28800000000000003
2021-04-27T22:00:00000Z,Navarra,0.294
2021-04-28T22:00:00000Z,Navarra,0.303
2021-04-29T22:00:00000Z,Navarra,0.309
2021-05-02T22:00:00000Z,Navarra,0.327
2021-05-03T22:00:00000Z,Navarra,0.33399999999999996
2021-05-04T22:00:00000Z,Navarra,0.341
2021-05-05T22:00:00000Z,Navarra,0.349
2021-05-06T22:00:00000Z,Navarra,0.36
2021-05-09T22:00:00000Z,Navarra,0.379
2021-05-10T22:00:00000Z,Navarra,0.381
2021-05-11T22:00:00000Z,Navarra,0.38799999999999996
2021-05-12T22:00:00000Z,Navarra,0.397
2021-05-13T22:00:00000Z,Navarra,0.40399999999999997
2021-05-16T22:00:00000Z,Navarra,0.415
2021-05-17T22:00:00000Z,Navarra,0.41700000000000004
2021-05-18T22:00:00000Z,Navarra,0.42100000000000004
2021-05-19T22:00:00000Z,Navarra,0.424
2021-05-20T22:00:00000Z,Navarra,0.43
2021-05-23T22:00:00000Z,Navarra,0.445
2021-05-24T22:00:00000Z,Navarra,0.44799999999999995
2021-05-25T22:00:00000Z,Navarra,0.455
2021-05-26T22:00:00000Z,Navarra,0.46299999999999997
2021-05-27T22:00:00000Z,Navarra,0.46299999999999997
2021-05-30T22:00:00000Z,Navarra,0.473
2021-05-31T22:00:00000Z,Navarra,0.479
2021-06-01T22:00:00000Z,Navarra,0.486
2021-06-02T22:00:00000Z,Navarra,0.49200000000000005
2021-03-30T22:00:00000Z,País Vasco,0.14
2021-03-31T22:00:00000Z,País Vasco,0.14
2021-04-02T22:00:00000Z,País Vasco,0.14
2021-04-04T22:00:00000Z,País Vasco,0.14
2021-04-05T22:00:00000Z,País Vasco,0.171
2021-04-06T22:00:00000Z,País Vasco,0.174
2021-04-07T22:00:00000Z,País Vasco,0.177
2021-04-08T22:00:00000Z,País Vasco,0.184
2021-04-11T22:00:00000Z,País Vasco,0.21100000000000002
2021-04-12T22:00:00000Z,País Vasco,0.213
2021-04-13T22:00:00000Z,País Vasco,0.217
2021-04-14T22:00:00000Z,País Vasco,0.225
2021-04-15T22:00:00000Z,País Vasco,0.23199999999999998
2021-04-18T22:00:00000Z,País Vasco,0.24100000000000002
2021-04-19T22:00:00000Z,País Vasco,0.242
2021-04-20T22:00:00000Z,País Vasco,0.249
2021-04-21T22:00:00000Z,País Vasco,0.249
2021-04-22T22:00:00000Z,País Vasco,0.255
2021-04-25T22:00:00000Z,País Vasco,0.27
2021-04-26T22:00:00000Z,País Vasco,0.281
2021-04-27T22:00:00000Z,País Vasco,0.281
2021-04-28T22:00:00000Z,País Vasco,0.29600000000000004
2021-04-29T22:00:00000Z,País Vasco,0.29600000000000004
2021-05-02T22:00:00000Z,País Vasco,0.336
2021-05-03T22:00:00000Z,País Vasco,0.34600000000000003
2021-05-04T22:00:00000Z,País Vasco,0.354
2021-05-05T22:00:00000Z,País Vasco,0.361
2021-05-06T22:00:00000Z,País Vasco,0.37
2021-05-09T22:00:00000Z,País Vasco,0.391
2021-05-10T22:00:00000Z,País Vasco,0.39799999999999996
2021-05-11T22:00:00000Z,País Vasco,0.402
2021-05-12T22:00:00000Z,País Vasco,0.409
2021-05-13T22:00:00000Z,País Vasco,0.41600000000000004
2021-05-16T22:00:00000Z,País Vasco,0.429
2021-05-17T22:00:00000Z,País Vasco,0.431
2021-05-18T22:00:00000Z,País Vasco,0.435
2021-05-19T22:00:00000Z,País Vasco,0.44
2021-05-20T22:00:00000Z,País Vasco,0.447
2021-05-23T22:00:00000Z,País Vasco,0.462
2021-05-24T22:00:00000Z,País Vasco,0.469
2021-05-25T22:00:00000Z,País Vasco,0.474
2021-05-26T22:00:00000Z,País Vasco,0.478
2021-05-27T22:00:00000Z,País Vasco,0.48100000000000004
2021-05-30T22:00:00000Z,País Vasco,0.489
2021-05-31T22:00:00000Z,País Vasco,0.489
2021-06-01T22:00:00000Z,País Vasco,0.496
2021-06-02T22:00:00000Z,País Vasco,0.5
2021-03-30T22:00:00000Z,Ceuta,0.115
2021-03-31T22:00:00000Z,Ceuta,0.115
2021-04-02T22:00:00000Z,Ceuta,0.115
2021-04-04T22:00:00000Z,Ceuta,0.136
2021-04-05T22:00:00000Z,Ceuta,0.154
2021-04-06T22:00:00000Z,Ceuta,0.162
2021-04-07T22:00:00000Z,Ceuta,0.174
2021-04-08T22:00:00000Z,Ceuta,0.179
2021-04-11T22:00:00000Z,Ceuta,0.184
2021-04-12T22:00:00000Z,Ceuta,0.19
2021-04-13T22:00:00000Z,Ceuta,0.19699999999999998
2021-04-14T22:00:00000Z,Ceuta,0.201
2021-04-15T22:00:00000Z,Ceuta,0.21100000000000002
2021-04-18T22:00:00000Z,Ceuta,0.213
2021-04-19T22:00:00000Z,Ceuta,0.213
2021-04-20T22:00:00000Z,Ceuta,0.213
2021-04-21T22:00:00000Z,Ceuta,0.213
2021-04-22T22:00:00000Z,Ceuta,0.21600000000000003
2021-04-25T22:00:00000Z,Ceuta,0.22399999999999998
2021-04-26T22:00:00000Z,Ceuta,0.225
2021-04-27T22:00:00000Z,Ceuta,0.226
2021-04-28T22:00:00000Z,Ceuta,0.22899999999999998
2021-04-29T22:00:00000Z,Ceuta,0.23
2021-05-02T22:00:00000Z,Ceuta,0.244
2021-05-03T22:00:00000Z,Ceuta,0.253
2021-05-04T22:00:00000Z,Ceuta,0.256
2021-05-05T22:00:00000Z,Ceuta,0.26
2021-05-06T22:00:00000Z,Ceuta,0.268
2021-05-09T22:00:00000Z,Ceuta,0.27699999999999997
2021-05-10T22:00:00000Z,Ceuta,0.28
2021-05-11T22:00:00000Z,Ceuta,0.293
2021-05-12T22:00:00000Z,Ceuta,0.304
2021-05-13T22:00:00000Z,Ceuta,0.311
2021-05-16T22:00:00000Z,Ceuta,0.32299999999999995
2021-05-17T22:00:00000Z,Ceuta,0.33299999999999996
2021-05-18T22:00:00000Z,Ceuta,0.345
2021-05-19T22:00:00000Z,Ceuta,0.36700000000000005
2021-05-20T22:00:00000Z,Ceuta,0.384
2021-05-23T22:00:00000Z,Ceuta,0.396
2021-05-24T22:00:00000Z,Ceuta,0.40399999999999997
2021-05-25T22:00:00000Z,Ceuta,0.42
2021-05-26T22:00:00000Z,Ceuta,0.433
2021-05-27T22:00:00000Z,Ceuta,0.44299999999999995
2021-05-30T22:00:00000Z,Ceuta,0.45
2021-05-31T22:00:00000Z,Ceuta,0.452
2021-06-01T22:00:00000Z,Ceuta,0.46399999999999997
2021-06-02T22:00:00000Z,Ceuta,0.47100000000000003
2021-03-30T22:00:00000Z,Melilla,0.121
2021-03-31T22:00:00000Z,Melilla,0.121
2021-04-02T22:00:00000Z,Melilla,0.121
2021-04-04T22:00:00000Z,Melilla,0.133
2021-04-05T22:00:00000Z,Melilla,0.13699999999999998
2021-04-06T22:00:00000Z,Melilla,0.13699999999999998
2021-04-07T22:00:00000Z,Melilla,0.151
2021-04-08T22:00:00000Z,Melilla,0.153
2021-04-11T22:00:00000Z,Melilla,0.155
2021-04-12T22:00:00000Z,Melilla,0.159
2021-04-13T22:00:00000Z,Melilla,0.16399999999999998
2021-04-14T22:00:00000Z,Melilla,0.166
2021-04-15T22:00:00000Z,Melilla,0.17
2021-04-18T22:00:00000Z,Melilla,0.18
2021-04-19T22:00:00000Z,Melilla,0.185
2021-04-20T22:00:00000Z,Melilla,0.191
2021-04-21T22:00:00000Z,Melilla,0.195
2021-04-22T22:00:00000Z,Melilla,0.204
2021-04-25T22:00:00000Z,Melilla,0.21100000000000002
2021-04-26T22:00:00000Z,Melilla,0.21600000000000003
2021-04-27T22:00:00000Z,Melilla,0.218
2021-04-28T22:00:00000Z,Melilla,0.22
2021-04-29T22:00:00000Z,Melilla,0.222
2021-05-02T22:00:00000Z,Melilla,0.22399999999999998
2021-05-03T22:00:00000Z,Melilla,0.226
2021-05-04T22:00:00000Z,Melilla,0.22699999999999998
2021-05-05T22:00:00000Z,Melilla,0.23
2021-05-06T22:00:00000Z,Melilla,0.23399999999999999
2021-05-09T22:00:00000Z,Melilla,0.23399999999999999
2021-05-10T22:00:00000Z,Melilla,0.23399999999999999
2021-05-11T22:00:00000Z,Melilla,0.261
2021-05-12T22:00:00000Z,Melilla,0.278
2021-05-13T22:00:00000Z,Melilla,0.28
2021-05-16T22:00:00000Z,Melilla,0.29
2021-05-17T22:00:00000Z,Melilla,0.299
2021-05-18T22:00:00000Z,Melilla,0.317
2021-05-19T22:00:00000Z,Melilla,0.33799999999999997
2021-05-20T22:00:00000Z,Melilla,0.33799999999999997
2021-05-23T22:00:00000Z,Melilla,0.37
2021-05-24T22:00:00000Z,Melilla,0.382
2021-05-25T22:00:00000Z,Melilla,0.402
2021-05-26T22:00:00000Z,Melilla,0.414
2021-05-27T22:00:00000Z,Melilla,0.425
2021-05-30T22:00:00000Z,Melilla,0.42700000000000005
2021-05-31T22:00:00000Z,Melilla,0.42700000000000005
2021-06-01T22:00:00000Z,Melilla,0.436
2021-06-02T22:00:00000Z,Melilla,0.43799999999999994
2021-03-30T22:00:00000Z,Total España,0.132
2021-03-31T22:00:00000Z,Total España,0.138
2021-04-02T22:00:00000Z,Total España,0.142
2021-04-04T22:00:00000Z,Total España,0.147
2021-04-05T22:00:00000Z,Total España,0.152
2021-04-06T22:00:00000Z,Total España,0.16
2021-04-07T22:00:00000Z,Total España,0.16899999999999998
2021-04-08T22:00:00000Z,Total España,0.17800000000000002
2021-04-11T22:00:00000Z,Total España,0.191
2021-04-12T22:00:00000Z,Total España,0.198
2021-04-13T22:00:00000Z,Total España,0.20600000000000002
2021-04-14T22:00:00000Z,Total España,0.215
2021-04-15T22:00:00000Z,Total España,0.22399999999999998
2021-04-18T22:00:00000Z,Total España,0.235
2021-04-19T22:00:00000Z,Total España,0.239
2021-04-20T22:00:00000Z,Total España,0.24600000000000002
2021-04-21T22:00:00000Z,Total España,0.253
2021-04-22T22:00:00000Z,Total España,0.259
2021-04-25T22:00:00000Z,Total España,0.26899999999999996
2021-04-26T22:00:00000Z,Total España,0.27399999999999997
2021-04-27T22:00:00000Z,Total España,0.281
2021-04-28T22:00:00000Z,Total España,0.287
2021-04-29T22:00:00000Z,Total España,0.29100000000000004
2021-05-02T22:00:00000Z,Total España,0.304
2021-05-03T22:00:00000Z,Total España,0.309
2021-05-04T22:00:00000Z,Total España,0.316
2021-05-05T22:00:00000Z,Total España,0.32299999999999995
2021-05-06T22:00:00000Z,Total España,0.331
2021-05-09T22:00:00000Z,Total España,0.344
2021-05-10T22:00:00000Z,Total España,0.35
2021-05-11T22:00:00000Z,Total España,0.35700000000000004
2021-05-12T22:00:00000Z,Total España,0.363
2021-05-13T22:00:00000Z,Total España,0.37
2021-05-16T22:00:00000Z,Total España,0.382
2021-05-17T22:00:00000Z,Total España,0.386
2021-05-18T22:00:00000Z,Total España,0.392
2021-05-19T22:00:00000Z,Total España,0.4
2021-05-20T22:00:00000Z,Total España,0.40700000000000003
2021-05-23T22:00:00000Z,Total España,0.41600000000000004
2021-05-24T22:00:00000Z,Total España,0.42200000000000004
2021-05-25T22:00:00000Z,Total España,0.428
2021-05-26T22:00:00000Z,Total España,0.436
2021-05-27T22:00:00000Z,Total España,0.441
2021-05-30T22:00:00000Z,Total España,0.449
2021-05-31T22:00:00000Z,Total España,0.45299999999999996
2021-06-01T22:00:00000Z,Total España,0.45899999999999996
2021-06-02T22:00:00000Z,Total España,0.466
2021-05-18T22:00:00000Z,C Valenciana*,0.364
